#1 
double table1(576, 7)
	# Time (s)	(1)T_ext	(2)Sol_rad	(3)T_Wall_Ins	(4)T_Ins_Ins	(5)T_Ins_Coat	(6)T_int 
6946200.0	12.007201468	184.33644477	23.591685607	15.009674006	11.610751062	25.512871146
6946500.0	12.804991351999998	190.89872902	23.612584692	15.226792146	12.56387675	25.509105071
6946800.0	12.754100614	197.02352766	23.617017869	15.456619121	13.383469538	25.508017999
6947100.0	13.076827864	212.9188384	23.6128481905	15.668833646	14.2307546275	25.510657266
6947400.0	13.981843638	227.93917792	23.645630715	15.902188186	15.038521857	25.50472429
6947700.0	14.222539975999998	238.94923262000003	23.656511785	16.157131315999997	15.989889866	25.504866792
6948000.0	12.576146898	203.11186916000003	23.649761989	16.420688749	16.808676163	25.517189397
6948300.0	13.680249409999998	266.07334088	23.663766805	16.702042739	17.625140373999997	25.526422569
6948600.0	13.790035978	298.66601934	23.679351655	16.992536457	18.870006376	25.528456312
6948900.0	12.903279158	226.1163212	23.666244673	17.265366862	19.655539427	25.526817264
6949200.0	11.939547162	213.28340976	23.676260363000004	17.561645730000002	19.576551399000003	25.529843365
6949500.0	13.15841785	319.22784336	23.707479795	17.863523647999997	20.430862995	25.536224929
6949800.0	13.790486128999998	407.63639511	23.720859952	18.145649215	21.628799716	25.536240542
6950100.0	14.296770848	306.686589	23.774973292	18.449461899	22.658221574	25.538493872
6950400.0	13.452202632	353.13297868	23.781299569	18.731154957	23.547525325	25.542906281
6950700.0	12.380489428	397.90234016	23.772682827	18.95398605	24.3841161465	25.537825077
6951000.0	12.742891118	428.23467624000006	23.771093804000003	19.238354016	25.445335448	25.53677699
6951300.0	12.072599414	409.4227947	23.798827787	19.541103917	26.579977872	25.543614584000004
6951600.0	10.977563774	346.20612306000004	23.792519012	19.854756177	26.73611305	25.549413721
6951900.0	12.622964922	469.7228956	23.816215058	20.175222275	27.475582648000003	25.548642138
6952200.0	11.857074098	449.6714715	23.876548797	20.520916025	28.717841404	25.553084914
6952500.0	12.605775094	503.62803094	23.914820399	20.829915128000003	29.570980489	25.5527062
6952800.0	11.980339482	231.00157726	23.938285235	21.154568485	29.700957682	25.552832429
6953100.0	13.433247556	396.8086261	23.92366231	21.439465808	28.36706743	25.553132237
6953400.0	11.2599523744	209.27312494	23.956842782000003	21.715729314	28.184325572	25.554723037
6953700.0	10.4502876126	167.89427699	23.964046747	21.929986816	26.719215672	25.556362461
6954000.0	11.819666366	176.60753222	23.979620296	22.0995057	25.74528756	25.555149371
