;T_ins_1;T_ins_2;Tint_1;Tint_2;T_interface_1;T_interface_2;T_ext;Pyr
2024-09-04 00:21:00;22.735522314386937;22.76721611664585;26.984130196624253;27.082297730883884;25.54180365803593;25.594158659022167;17.980139418149513;0.0
2024-09-04 00:22:00;22.731582688446483;22.76277900409453;26.983830688149585;27.08176699562045;25.53983606108096;25.59052436032169;17.914798380839212;0.0
2024-09-04 00:23:00;22.728968746766267;22.760161972432968;26.983467374614506;27.081532781459405;25.53667316032164;25.589767066529884;17.947106010083225;0.0
2024-09-04 00:24:00;22.72475724437725;22.758874736644664;26.983194889500616;27.08106885733616;25.536600589467326;25.587110881256027;17.99886004835409;0.0
2024-09-04 00:25:00;22.716368615579395;22.759350568008426;26.98303725350217;27.080762577435785;25.53652880791417;25.58749581559196;18.0083764651555;0.0
2024-09-04 00:26:00;22.72371802311;22.75717378519437;26.98276927231557;27.0804165111675;25.53385252177017;25.59239663305803;17.967868610411937;0.0
2024-09-04 00:27:00;22.719097797746343;22.75641317124361;26.98221754637393;27.08019055467461;25.53538772875743;25.591952660204072;17.958348458154788;0.0
2024-09-04 00:28:00;22.71068323609725;22.75858825931021;26.98185498370508;27.07996084476457;25.53957498752393;25.593660231170528;17.979277077197498;0.0
2024-09-04 00:29:00;22.707689702257937;22.76284094128502;26.981598262310143;27.07976041163553;25.54384190767035;25.59808327929075;17.952703969053335;0.0
2024-09-04 00:30:00;22.702500518575;22.75394404722688;26.98132127347433;27.07947214827904;25.538696764081667;25.592485267230504;17.972349830636443;0.0
2024-09-04 00:31:00;22.692590091359342;22.751532408234453;26.98104053142245;27.079234180891746;25.53581099065752;25.58730655816433;17.94567941698629;0.0
2024-09-04 00:32:00;22.69549713324988;22.754615203575728;26.98060966001106;27.07899246010069;25.53470407774069;25.589191129219973;18.003685797602348;0.0
2024-09-04 00:33:00;22.695720687918985;22.75423381710794;26.98034618290905;27.07881679965213;25.535644039345875;25.59039195461177;18.009236818110274;0.0
2024-09-04 00:34:00;22.69734310231281;22.75604308723703;26.979666096805072;27.07825603751172;25.539230556265725;25.59205994044105;18.01634375416624;0.0
2024-09-04 00:35:00;22.69301214857828;22.748960385849525;26.97939060940924;27.07791522633577;25.53530179479914;25.587649911567684;17.979929693220313;0.0
2024-09-04 00:36:00;22.69740227594048;22.750707147401563;26.9790670806814;27.077244864336368;25.53480022866144;25.5892546558004;17.97692612317487;0.0
2024-09-04 00:37:00;22.704797147323063;22.747045050474032;26.97850784894447;27.07684850252173;25.531920866140656;25.58872977447348;17.988223863465624;0.0
2024-09-04 00:38:00;22.70593194419421;22.74639449325934;26.9779793938117;27.07633503388416;25.533918931243512;25.586729312695542;18.06539731475717;0.0
2024-09-04 00:39:00;22.7041883321088;22.75400393211681;26.97742992067688;27.07576751608377;25.54012654562956;25.591089910837585;18.076297194962457;0.0
2024-09-04 00:40:00;22.704354264357363;22.755017671753663;26.976710801612725;27.07514594902697;25.54095812961544;25.593115319356567;18.133523583704346;0.0
2024-09-04 00:41:00;22.7085718961508;22.75370408576166;26.97606074214804;27.074542398511912;25.538467992516846;25.59364291955993;18.14002236617092;0.0
2024-09-04 00:42:00;22.71286484254317;22.75475980872316;26.9755075161156;27.07396887553927;25.538844375818684;25.595918854143378;18.10129421209651;0.0
2024-09-04 00:43:00;22.712103412837283;22.749825164441766;26.97509015705614;27.07346366491035;25.537658970200955;25.593254809556417;18.0458544861732;0.0
2024-09-04 00:44:00;22.703492230819027;22.743344571099488;26.97447763021903;27.072891643513163;25.53418529794562;25.585609258183776;17.992060651524866;0.0
2024-09-04 00:45:00;22.69849834704945;22.743725570286163;26.97421490426192;27.07215071825141;25.53457386954777;25.58760710388854;18.10316999676867;0.0
2024-09-04 00:46:00;22.69498776631536;22.74210017910921;26.97385834766417;27.07194803360136;25.53261544102485;25.58596425352701;18.09180304710803;0.0
2024-09-04 00:47:00;22.6932069262664;22.74061707745945;26.973232309450164;27.071315207029446;25.53252655456521;25.581921628099963;18.04616267414844;0.0
2024-09-04 00:48:00;22.69460375141174;22.739386123395683;26.97306791809296;27.07109000187375;25.529310540905943;25.58306745980051;18.037628969800064;0.0
2024-09-04 00:49:00;22.700506813705243;22.73908605472456;26.97238332974314;27.070765706487983;25.52979522226402;25.58276264981172;18.03126505118622;0.0
2024-09-04 00:50:00;22.70245159106082;22.741943010778567;26.97211835201584;27.07056377257526;25.53170557370689;25.5865202533986;18.04788648459628;0.0
2024-09-04 00:51:00;22.703769683195308;22.741078619075427;26.971899163666286;27.07051347676332;25.53216105852649;25.58370917818171;18.052730199982147;0.0
2024-09-04 00:52:00;22.699371248632342;22.74180344294336;26.971566627993493;27.070222211516707;25.532822884852465;25.584859181527445;18.05675211491531;0.0
2024-09-04 00:53:00;22.686596844001883;22.740303295805344;26.971277629704968;27.06995722023269;25.531566447368988;25.582987421543727;18.13490027099315;0.0
2024-09-04 00:54:00;22.681935254005527;22.736305170168663;26.97113575783822;27.06991668333088;25.527373234087367;25.57868375337074;18.06813241219529;0.0
2024-09-04 00:55:00;22.67949052954177;22.74171191381779;26.97090981377288;27.069659949566468;25.5286211187904;25.580772052775306;18.07817686702231;0.0
2024-09-04 00:56:00;22.680605280772195;22.73452901466225;26.97060655331133;27.069400963785576;25.52502025785716;25.578128501714986;18.128545095343192;0.0
2024-09-04 00:57:00;22.681034640806217;22.7301613371468;26.97032656285516;27.06903463032984;25.518089905875456;25.574497031306123;18.04897640499912;0.0
2024-09-04 00:58:00;22.68203778496955;22.730582396942665;26.97021696873311;27.06865553527866;25.519612342680464;25.573650930018967;18.05735602140609;0.0
2024-09-04 00:59:00;22.68510625217804;22.73448086314964;26.970018798590942;27.068750121361973;25.523791338142207;25.57752932461941;18.08685595900093;0.0
2024-09-04 01:00:00;22.685949243658143;22.73482271861372;26.969653985364648;27.06822539382161;25.521878934433783;25.576382665186312;18.04129508279946;0.0
2024-09-04 01:01:00;22.687866805227284;22.74529357368409;26.969407023351376;27.06822539383745;25.532417738285947;25.584111571088684;17.993594345503332;0.0
2024-09-04 01:02:00;22.68204124511308;22.742301957445235;26.968970899001693;27.067768227856785;25.530943375529745;25.58275915188879;17.991881079539116;0.0
2024-09-04 01:03:00;22.67988992560523;22.74371824894632;26.968696913896945;27.067398891829107;25.52977069209741;25.58288492722832;17.986801676146147;0.0
2024-09-04 01:04:00;22.67804727128836;22.742637223833576;26.96840641456009;27.067232240236223;25.530992810988568;25.580945876713088;18.06052015292314;0.0
2024-09-04 01:05:00;22.67038878490978;22.74561389794268;26.9681301775512;27.066969501257443;25.527704318917227;25.58224544940856;18.037711344020856;0.0
2024-09-04 01:06:00;22.66751635248347;22.741040891403884;26.967861446986326;27.066606170790266;25.526303145991346;25.57839021945512;18.03348378463433;0.0
2024-09-04 01:07:00;22.66668470357871;22.739260923388017;26.96765201732147;27.0664440233244;25.523794137030265;25.579089266431605;18.02074032525053;0.0
2024-09-04 01:08:00;22.67055192253534;22.7429667386981;26.96744483960202;27.066205306260773;25.52407754293517;25.58297628625149;18.04202341446593;0.0
2024-09-04 01:09:00;22.67964818905926;22.742475623944447;26.966760252407955;27.06582696222989;25.52326956692776;25.582152106776668;18.07532712999043;0.0
2024-09-04 01:10:00;22.682028960439904;22.741104986181284;26.966539563170667;27.06544861824665;25.52502270785168;25.579550016409843;18.0861440449092;0.0
2024-09-04 01:11:00;22.680362915023853;22.740082380756046;26.966149979128733;27.064775256204143;25.52323939651941;25.57917290442136;18.104872097294567;0.0
2024-09-04 01:12:00;22.67733498870441;22.743492619976863;26.965586996498388;27.064226507485422;25.523745559919245;25.578705769636127;18.074823348074904;0.0
2024-09-04 01:13:00;22.681939691207457;22.743992304893105;26.96520867222285;27.06405234920916;25.52493399117936;25.57996041318313;18.08216709027792;0.0
2024-09-04 01:14:00;22.68392640673689;22.739510371273504;26.96480782867357;27.063518614305988;25.52193339858868;25.5762065973075;18.1396721725668;0.0
2024-09-04 01:15:00;22.68573339546361;22.738698241912687;26.964688476402053;27.063403759951235;25.52028105145545;25.574883936311625;18.12856083003959;0.0
2024-09-04 01:16:00;22.69272300235704;22.73993739487571;26.964494810430875;27.06307045717668;25.52165321186947;25.57593623871275;18.101804623042284;0.0
2024-09-04 01:17:00;22.69695372723095;22.73913340105177;26.964278625200176;27.06302316422067;25.523279121719323;25.574182303049657;18.065376333558845;0.0
2024-09-04 01:18:00;22.69453512882618;22.73892371437884;26.963983622483983;27.062743910583205;25.52372208259295;25.574736133667304;18.073571144409843;0.0
2024-09-04 01:19:00;22.68987163492725;22.74381726593353;26.963686367822984;27.062602031717883;25.52525915305052;25.575868512352805;18.131152282542683;0.0
2024-09-04 01:20:00;22.689650455456555;22.74270346850678;26.963508465420848;27.06232728219416;25.522582581721952;25.57666323163353;18.120584446008955;0.0
2024-09-04 01:21:00;22.6854483854805;22.74039549021517;26.963204455055664;27.062252964739308;25.521283176145165;25.57335119698747;18.12577177952462;0.0
2024-09-04 01:22:00;22.679714252026542;22.741545110151392;26.9629282185024;27.06183558574228;25.51981491898995;25.573961135365145;18.13379607500317;0.0
2024-09-04 01:23:00;22.680198070763005;22.74408870474769;26.96276307706092;27.061374667275555;25.52222074513912;25.57517923955957;18.16169701833884;0.0
2024-09-04 01:24:00;22.68062209890845;22.74283898145925;26.96221811045181;27.061097665846727;25.52032255836445;25.574308867349483;18.15271457895212;0.0
2024-09-04 01:25:00;22.67830626549834;22.74023791823312;26.96184879426305;27.060568435524377;25.51894386586258;25.572636718402908;18.12314891480969;0.0
2024-09-04 01:26:00;22.67967588003825;22.74098709405621;26.96154028019213;27.06046258945668;25.519372186140505;25.574989697543234;18.11319197383765;0.0
2024-09-04 01:27:00;22.67941628396346;22.73642288897636;26.96137288694202;27.06052189325534;25.51618431292854;25.569447942451607;18.12199622222858;0.0
2024-09-04 01:28:00;22.67731452312577;22.74168468808212;26.96104710814296;27.060244141190083;25.517883019264712;25.57089093591954;18.115918175326065;0.0
2024-09-04 01:29:00;22.675411326897805;22.740884430919216;26.960738594123963;27.06009325429356;25.516053205182565;25.57079682550088;18.03869585434158;0.0
2024-09-04 01:30:00;22.67977095570544;22.742591788429166;26.96076561725103;27.060176579935767;25.516445536286664;25.573296531227992;17.98999485213978;0.0
2024-09-04 01:31:00;22.679650108883727;22.741325631483733;26.960574203479904;27.05962257723529;25.51845586900101;25.57092874860889;17.918822270028198;0.0
2024-09-04 01:32:00;22.67283278644425;22.744496804862347;26.96014858932845;27.059208201342944;25.51973472562437;25.572541238762263;17.951107686442494;0.0
2024-09-04 01:33:00;22.67151762507848;22.74441469588039;26.95992114476148;27.059088843037323;25.51675373978944;25.57535323712006;18.056722744563874;0.0
2024-09-04 01:34:00;22.6748376673066;22.742463721594984;26.959556332738952;27.05869698762287;25.51426601542162;25.57173709197059;18.04800776201539;0.0
2024-09-04 01:35:00;22.679025104417327;22.741412833496515;26.95904289364152;27.058282611860538;25.515912936063792;25.571775547423385;18.081500195453508;0.0
2024-09-04 01:36:00;22.676592787677244;22.747234506349635;26.958583500848665;27.05775112993352;25.51983442239655;25.57415352216146;18.11871617688502;0.0
2024-09-04 01:37:00;22.667496687157108;22.74567806283297;26.95802577402267;27.05748463833915;25.51684387180368;25.57050326424827;18.10698451160072;0.0
2024-09-04 01:38:00;22.67274465567193;22.7455299590948;26.95764219619205;27.05727594914718;25.515761359028605;25.57274291326692;18.135724269959763;0.0
2024-09-04 01:39:00;22.67466784686284;22.74629766941717;26.95729089594922;27.05675797969231;25.518589842085696;25.572162026979505;18.117600125309814;0.0
2024-09-04 01:40:00;22.67462910994571;22.7462228527415;26.95686303033879;27.05616118883296;25.515836833718843;25.570821890882943;18.10275901572731;0.0
2024-09-04 01:41:00;22.68210174906662;22.744118262925788;26.956511730200155;27.05584815520704;25.51397290138476;25.571675618918505;18.04441504702396;0.0
2024-09-04 01:42:00;22.68647791104094;22.744747142582955;26.95599228648188;27.055345950247567;25.512987462404613;25.570095515200848;18.069830130223696;0.0
2024-09-04 01:43:00;22.68620710490468;22.742762198601817;26.955448822294468;27.0547086229543;25.51438982204173;25.569185851873502;18.149456201366508;0.0
2024-09-04 01:44:00;22.682685707571448;22.741617252833;26.95493538387927;27.05414336107351;25.513519098277182;25.565398749013333;18.186816976292885;0.0
2024-09-04 01:45:00;22.67884861527441;22.737967679252257;26.95440618207652;27.0535263023846;25.5094699493065;25.564830938391804;18.270629540370145;0.0
2024-09-04 01:46:00;22.678290316635564;22.73890597598759;26.953599993986384;27.052961040698555;25.507870949431968;25.562246865628776;18.223703823098464;0.0
2024-09-04 01:47:00;22.68596263562165;22.738871687810104;26.95277654137105;27.05226140753166;25.506735128173364;25.56312840223309;18.20738902553404;0.0
2024-09-04 01:48:00;22.68385948327015;22.737510432151584;26.952230825840072;27.05146118352837;25.50587995680416;25.560057119815383;18.166790124013133;0.0
2024-09-04 01:49:00;22.686408305215032;22.7422512409021;26.952037160674585;27.05093195479284;25.5103320818218;25.566254049567625;18.09613926528746;0.0
2024-09-04 01:50:00;22.68494658130225;22.7397362228814;26.9517444110208;27.050504067803526;25.505874105224247;25.56527097478442;18.01037498035266;0.0
2024-09-04 01:51:00;22.68139925798516;22.7385292383932;26.95099001773533;27.05008068496686;25.506191318249343;25.562006124224578;18.0285749241754;0.0
2024-09-04 01:52:00;22.6830290942394;22.74119155334763;26.95083238335531;27.04952893610161;25.50737429479479;25.5650006121427;18.00744755604437;0.0
2024-09-04 01:53:00;22.68419773603296;22.73928937954988;26.95024012852184;27.049191130747072;25.50713954067319;25.56080435828812;17.998815068723136;0.0
2024-09-04 01:54:00;22.683832371185257;22.74189738744145;26.94987982144136;27.04880152860364;25.50867524302866;25.562571517414657;18.07937174298943;0.0
2024-09-04 01:55:00;22.688438243577707;22.74691289678734;26.949690660213665;27.04844345500414;25.51071210735929;25.56822602155749;18.140475997810142;0.0
2024-09-04 01:56:00;22.69153047403118;22.744474972174498;26.94950375094809;27.048186723003106;25.50997517571708;25.56418449023804;18.09355667312437;0.0
2024-09-04 01:57:00;22.68350660206173;22.747695410518222;26.949171968267336;27.04778961421733;25.50734647731238;25.564607418407576;18.12472085720206;0.0
2024-09-04 01:58:00;22.683796415983068;22.75003301321769;26.949206497691524;27.04786017795773;25.51189889312773;25.568241508604576;18.163675430215264;0.0
2024-09-04 01:59:00;22.677365806917045;22.7537044863756;26.94887321374941;27.04743003935436;25.511265170603195;25.56801240954182;18.189152237277824;0.0
2024-09-04 02:00:00;22.67403280997976;22.749732103653592;26.948481379988632;27.04712151065766;25.510327293463167;25.56513358464824;18.22208020480516;0.0
2024-09-04 02:01:00;22.665569290458937;22.74561174037081;26.94809630202853;27.04678145352701;25.5029486207065;25.56012744558213;18.22531173220624;0.0
2024-09-04 02:02:00;22.66413326385062;22.74980417035557;26.94748528168828;27.0463655779581;25.50476861879402;25.56221255865954;18.192858916993213;0.0
2024-09-04 02:03:00;22.66809277016665;22.75528896693209;26.947168512018383;27.04606981089706;25.50777026371501;25.56564013031108;18.152162282701426;0.0
2024-09-04 02:04:00;22.66426640192902;22.752618464025424;26.94651095225292;27.045581119673017;25.50579388158593;25.56195454144504;18.10034733810028;0.0
2024-09-04 02:05:00;22.66657196102971;22.752731384085287;26.946033545969424;27.044844704948048;25.503459152743567;25.560158365169688;18.16236857177993;0.0
2024-09-04 02:06:00;22.6681382943738;22.74954550865328;26.94550659756172;27.044502396013684;25.500569039227457;25.55702717572843;18.123470156107075;0.0
2024-09-04 02:07:00;22.6702447747704;22.753326413013298;26.94490533606292;27.04407976467034;25.50005605996144;25.561169604043226;18.18173478100808;0.0
2024-09-04 02:08:00;22.67832623527662;22.751392922678303;26.94424327296816;27.04350024180925;25.499152822037328;25.55757832876468;18.122160946170023;0.0
2024-09-04 02:09:00;22.688366943584988;22.750812500427493;26.943792890016056;27.043110640368862;25.5004094083;25.555673557339656;18.138360695872752;0.0
2024-09-04 02:10:00;22.69330650442172;22.751071699976286;26.94356769854691;27.042588169167058;25.499267375936284;25.556325969437385;18.18962146514608;0.0
2024-09-04 02:11:00;22.692849368200427;22.756400249435;26.94304750630963;27.041964356650933;25.503008805979928;25.558709808188866;18.23823777626973;0.0
2024-09-04 02:12:00;22.703786184556552;22.75671621796835;26.94260387926936;27.041284243541337;25.500891114479867;25.561334702437865;18.299942078582696;0.0
2024-09-04 02:13:00;22.702490041562896;22.75649006762828;26.942176015620767;27.041027512117846;25.5017603557032;25.558916519409767;18.220110751213884;0.0
2024-09-04 02:14:00;22.69844367677672;22.75636575823832;26.94150719738533;27.04072574014436;25.50052421311572;25.556962786576808;18.27441585824097;0.0
2024-09-04 02:15:00;22.69485163695672;22.75309248247599;26.941110860696643;27.040309114707338;25.49931231547951;25.55419816802901;18.184822586426847;0.0
2024-09-04 02:16:00;22.6932118003223;22.756051626666764;26.940685999822133;27.03983919130255;25.49974313795905;25.55513242452692;18.24851175783896;0.0
2024-09-04 02:17:00;22.68722507125624;22.753388999603967;26.940428531179304;27.03946085046269;25.496159480581635;25.55199826940093;18.25302329776708;0.0
2024-09-04 02:18:00;22.681774695852123;22.75718395854288;26.94010650773807;27.039160579978688;25.49670785974628;25.553326305440297;18.24273807157177;0.0
2024-09-04 02:19:00;22.678866861286377;22.75552690141284;26.939818263008902;27.038658377670345;25.495324657519863;25.55253702151821;18.219068721510933;0.0
2024-09-04 02:20:00;22.68086695790561;22.75626323393482;26.939446697570013;27.03826427279076;25.49229801673213;25.55280575995556;18.254925423342257;0.0
2024-09-04 02:21:00;22.684570720520377;22.76311023866808;26.93879139137268;27.03798051732233;25.498479121580896;25.55697322104856;18.278529912349263;0.0
2024-09-04 02:22:00;22.68525587951024;22.75688738301781;26.93845285407951;27.03747981652467;25.49347863971228;25.55085547106636;18.26083083084002;0.0
2024-09-04 02:23:00;22.68656287150801;22.75795132834553;26.93830047475317;27.03727338069409;25.49300405449504;25.551586939030564;18.201182258436475;0.0
2024-09-04 02:24:00;22.689986945811416;22.76279587747003;26.93801448212165;27.03692206447659;25.494818973171213;25.554700043683223;18.142389348380725;0.0
2024-09-04 02:25:00;22.693499531287785;22.76722018256035;26.93750104653565;27.03631626933184;25.500705626397696;25.55759112300587;18.10201571913982;0.0
2024-09-04 02:26:00;22.691061760221515;22.770827507021234;26.93700112249141;27.03589964448142;25.502057228449228;25.557582187045465;18.11491233430939;0.0
2024-09-04 02:27:00;22.69198934405982;22.76824475762199;26.93637734353344;27.035404198769697;25.501299058972418;25.55527992358272;18.18535026149734;0.0
2024-09-04 02:28:00;22.69280268696051;22.76508609883481;26.93598325942637;27.035212776592395;25.4955723174692;25.55361003769048;18.15098996257255;0.0
2024-09-04 02:29:00;22.69206781297229;22.764548237028016;26.935523869986103;27.034672290480803;25.492140201551816;25.55148330138608;18.152779735740165;0.0
2024-09-04 02:30:00;22.692605465136573;22.766145784617247;26.93523112188868;27.034438079873187;25.493927602115;25.553551021992305;18.21406311937681;0.0
2024-09-04 02:31:00;22.689782787170305;22.765945535168093;26.934492495948973;27.03398992694764;25.494195080865776;25.550158107454383;18.230416101712688;0.0
2024-09-04 02:32:00;22.695108844498943;22.767611762528315;26.93440692343324;27.03361759219193;25.495957229770543;25.55269430720499;18.203574440821978;0.0
2024-09-04 02:33:00;22.68963158793738;22.765988002904123;26.93401734336972;27.03346520517877;25.49274946332581;25.54931619901249;18.214173194585083;0.0
2024-09-04 02:34:00;22.694293996737382;22.76742054677697;26.93364127478523;27.03294498761528;25.49283931744153;25.550965486537248;18.15966926325449;0.0
2024-09-04 02:35:00;22.69729668387501;22.76619935580909;26.933283221526548;27.03258691579504;25.49309665342298;25.54885101096228;18.14352779134812;0.0
2024-09-04 02:36:00;22.705788096966;22.769914871028643;26.93292291639344;27.03203066598533;25.49456561178469;25.5519118458588;18.124891533559644;0.0
2024-09-04 02:37:00;22.705356926120498;22.768685205469875;26.93244701343835;27.031773184672463;25.494717742125683;25.54961281449039;18.109871549942994;0.0
2024-09-04 02:38:00;22.70037976135621;22.762574339988014;26.932222573424152;27.031393343455807;25.4895772687053;25.54362580431609;18.17925562126584;0.0
2024-09-04 02:39:00;22.7016005382896;22.762784209840227;26.932008642305693;27.0313347908529;25.48875489368343;25.54307756697465;18.195689209189403;0.0
2024-09-04 02:40:00;22.70041303082101;22.764149987623764;26.931792459313364;27.03102851579791;25.487411225370124;25.54096737544597;18.16019929367046;0.0
2024-09-04 02:41:00;22.70662198765925;22.770059475351943;26.93150871919021;27.030679452280204;25.49230148148845;25.54695323227072;18.171690142228385;0.0
2024-09-04 02:42:00;22.70416433905537;22.76965206994525;26.93095475037561;27.03024406130845;25.49105024488775;25.545839160826663;18.23503988849706;0.0
2024-09-04 02:43:00;22.702957240056804;22.76838387099888;26.93046608690633;27.03004213001613;25.488322164296267;25.546556497861555;18.223910421991253;0.0
2024-09-04 02:44:00;22.69811457304798;22.769343768845623;26.929972919708508;27.029539929196453;25.4913843269525;25.544620304000325;18.22911815792049;0.0
2024-09-04 02:45:00;22.693152757823466;22.767565889242405;26.92980402684898;27.0291120451192;25.48736528534476;25.54436656843648;18.223522315987264;0.0
2024-09-04 02:46:00;22.69170369290753;22.76806960896878;26.929394180219685;27.02883279449478;25.48536355453709;25.54367978517185;18.205583555302788;0.0
2024-09-04 02:47:00;22.68778154794796;22.7678202359469;26.928947552542528;27.02841541994088;25.486290224285217;25.54385059717873;18.18149379243695;0.0
2024-09-04 02:48:00;22.68719617108718;22.771163043753564;26.928495670510674;27.02796351452781;25.485091622728486;25.54920634944796;18.19378116337832;0.0
2024-09-04 02:49:00;22.69081763419719;22.767173852524035;26.92837406769292;27.02789370185077;25.484534895329084;25.54443030703894;18.196612173933985;0.0
2024-09-04 02:50:00;22.692737402509493;22.76443665638318;26.928139869709124;27.02757616699491;25.481513195765977;25.54018230875332;18.1279702908422;0.0
2024-09-04 02:51:00;22.696292747065456;22.763978054297706;26.92788090086766;27.02739375337116;25.479412744878005;25.53845075353748;18.14981546192084;0.0
2024-09-04 02:52:00;22.700359363667484;22.76498234103602;26.927618178784414;27.026970373621584;25.48049937714626;25.539514416969286;18.139523089947023;0.0
2024-09-04 02:53:00;22.69972439347697;22.76826787574944;26.92747630888971;27.026718147452968;25.48410873353014;25.54306243209184;18.08635077626963;0.0
2024-09-04 02:54:00;22.69557844940972;22.76506221712913;26.92717155138464;27.02677444791902;25.4799360145368;25.54006363363219;18.088892660964653;0.0
2024-09-04 02:55:00;22.698016793191943;22.764881442545907;26.92690807874193;27.026326296088342;25.481296342109875;25.539241187288305;18.06643475572861;0.0
2024-09-04 02:56:00;22.707322240895724;22.76964718363872;26.92654101864853;27.02587814427612;25.485640012427968;25.54121580342119;18.122513497957254;0.0
2024-09-04 02:57:00;22.711163292220533;22.76380150354886;26.925915740500184;27.025294120766343;25.47826703689968;25.535820761369973;18.18162477632721;0.0
2024-09-04 02:58:00;22.70709084106586;22.7652273854038;26.92573183519455;27.025110205945467;25.483590392357147;25.537200238063864;18.18795990240124;0.0
2024-09-04 02:59:00;22.704496945787728;22.77102268307022;26.925556937480227;27.02459899779222;25.485154355917256;25.54140229397941;18.12913128497369;0.0
2024-09-04 03:00:00;22.70819636699416;22.77202085652564;26.92502548872396;27.02462602200984;25.48900503564273;25.54397037686429;18.123690200346147;0.0
2024-09-04 03:01:00;22.706801548268093;22.76729870330474;26.924813810007823;27.02421165071828;25.482564288391192;25.539680333686988;18.16642640673532;0.0
2024-09-04 03:02:00;22.71065764169188;22.77098365789165;26.92450229704612;27.024190631903945;25.48364944587073;25.54173538667164;18.144982967217743;0.0
2024-09-04 03:03:00;22.715136879045897;22.769543417935225;26.924313137396656;27.023654651737104;25.48436441122548;25.541331250446305;18.139507464628704;0.0
2024-09-04 03:04:00;22.710739681171635;22.768292737782275;26.92421705628986;27.02354505354493;25.485451593330044;25.53852838646307;18.16896612418964;0.0
2024-09-04 03:05:00;22.707236252069897;22.769728574836336;26.92375992046478;27.023331111915983;25.484386420480583;25.540791046626;18.105337222478028;0.0
2024-09-04 03:06:00;22.70743302657712;22.772750768662235;26.923435646850912;27.02323427517296;25.48689868255881;25.54394895107918;18.10457799993005;0.0
2024-09-04 03:07:00;22.70927437094396;22.772341766947235;26.92312038085227;27.02261947459076;25.485388088900365;25.539797040985903;18.143715046040693;0.0
2024-09-04 03:08:00;22.708588786683773;22.771533770522428;26.92274206167556;27.02231470170337;25.48485880674832;25.541429714130683;18.19585612319005;0.0
2024-09-04 03:09:00;22.71475752471778;22.769455082426223;26.922388513450564;27.022187087441456;25.483895904510288;25.540300554073337;18.190063859627248;0.0
