,Index (GIE-CPT-ELE-CVC-TDA2.4-GIENAH)
2022-08-03 18:00:00+00:00,1802574.4529159025
2022-08-03 18:30:00+00:00,18.869491319033322
2022-08-03 19:00:00+00:00,-8.657101896547136e-06
2022-08-03 19:30:00+00:00,-6.930566721019291e-06
2022-08-03 20:00:00+00:00,1.1954197163383167e-05
2022-08-03 20:30:00+00:00,126583.16680655655
2022-08-03 21:00:00+00:00,2139697.940204861
2022-08-03 21:30:00+00:00,822658.676455491
2022-08-03 22:00:00+00:00,-1.6216935533465758e-05
2022-08-03 22:30:00+00:00,-4.34170685934298e-06
2022-08-03 23:00:00+00:00,-4.933767712541989e-06
2022-08-03 23:30:00+00:00,-1.2288789451122285e-05
2022-08-04 00:00:00+00:00,3.862866415427282e-06
2022-08-04 00:30:00+00:00,121568.61497657798
2022-08-04 01:00:00+00:00,2346272.402814245
2022-08-04 01:30:00+00:00,770442.1857004655
2022-08-04 02:00:00+00:00,0.0
2022-08-04 02:30:00+00:00,0.0
2022-08-04 03:00:00+00:00,0.0
2022-08-04 03:30:00+00:00,950341.3867679861
2022-08-04 04:00:00+00:00,5549983.233741527
2022-08-04 04:30:00+00:00,9345055.14476801
2022-08-04 05:00:00+00:00,7285782.281254587
2022-08-04 05:30:00+00:00,6620861.071712037
2022-08-04 06:00:00+00:00,4949292.781385988
2022-08-04 06:30:00+00:00,4921637.888887941
2022-08-04 07:00:00+00:00,6596558.95907667
2022-08-04 07:30:00+00:00,4029203.9226678708
2022-08-04 08:00:00+00:00,7017627.394689174
2022-08-04 08:30:00+00:00,6728612.398989915
2022-08-04 09:00:00+00:00,4905138.221503513
2022-08-04 09:30:00+00:00,6372213.004508764
2022-08-04 10:00:00+00:00,7003020.7724255845
2022-08-04 10:30:00+00:00,6176500.894695026
2022-08-04 11:00:00+00:00,8892686.708207052
2022-08-04 11:30:00+00:00,6283549.953217859
2022-08-04 12:00:00+00:00,8314637.049837539
2022-08-04 12:30:00+00:00,8308109.413416471
2022-08-04 13:00:00+00:00,7420254.744332242
2022-08-04 13:30:00+00:00,5235492.179353295
2022-08-04 14:00:00+00:00,10347739.542994233
2022-08-04 14:30:00+00:00,10091358.569360001
2022-08-04 15:00:00+00:00,9271529.602907298
2022-08-04 15:30:00+00:00,4548767.209757588
2022-08-04 16:00:00+00:00,2022531.664560385
2022-08-04 16:30:00+00:00,0.0
2022-08-04 17:00:00+00:00,2.9875277118249373e-06
2022-08-04 17:30:00+00:00,621705.4835175048
2022-08-04 18:00:00+00:00,2191127.0718292845
2022-08-04 18:30:00+00:00,74140.53721266455
2022-08-04 19:00:00+00:00,5.414804754157861e-06
2022-08-04 19:30:00+00:00,-3.088141290041117e-06
2022-08-04 20:00:00+00:00,-1.7993013118649578e-05
2022-08-04 20:30:00+00:00,4.404919820704632e-06
2022-08-04 21:00:00+00:00,4538.257706111861
2022-08-04 21:30:00+00:00,1746874.0549049487
2022-08-04 22:00:00+00:00,1299970.2764161103
2022-08-04 22:30:00+00:00,1.2485463975691326e-05
2022-08-04 23:00:00+00:00,3.7040158229715684e-06
2022-08-04 23:30:00+00:00,6.802999056302585e-06
2022-08-05 00:00:00+00:00,8.61211819574237e-06
2022-08-05 00:30:00+00:00,7.34858913347125e-06
2022-08-05 01:00:00+00:00,13129.118363446656
2022-08-05 01:30:00+00:00,1730758.363007486
2022-08-05 02:00:00+00:00,1777391.3678088414
2022-08-05 02:30:00+00:00,11.713154455600296
2022-08-05 03:00:00+00:00,0.0
2022-08-05 03:30:00+00:00,1394797.72521743
2022-08-05 04:00:00+00:00,9625152.95886236
2022-08-05 04:30:00+00:00,8445553.4165653
2022-08-05 05:00:00+00:00,5408587.795113208
2022-08-05 05:30:00+00:00,3957628.279451507
2022-08-05 06:00:00+00:00,3509466.935563751
2022-08-05 06:30:00+00:00,3101233.679589734
2022-08-05 07:00:00+00:00,2583972.842821389
2022-08-05 07:30:00+00:00,3766764.0772530828
2022-08-05 08:00:00+00:00,5851034.0393829625
2022-08-05 08:30:00+00:00,3319692.454983312
2022-08-05 09:00:00+00:00,4942453.456593578
2022-08-05 09:30:00+00:00,4408393.839823977
2022-08-05 10:00:00+00:00,4887382.0316560175
2022-08-05 10:30:00+00:00,3104891.61304433
2022-08-05 11:00:00+00:00,4328023.233009302
2022-08-05 11:30:00+00:00,4322387.512924712
2022-08-05 12:00:00+00:00,4579350.8461459
2022-08-05 12:30:00+00:00,5555825.009150352
2022-08-05 13:00:00+00:00,4967389.086441978
2022-08-05 13:30:00+00:00,2500196.1974576963
2022-08-05 14:00:00+00:00,3227563.13615218
2022-08-05 14:30:00+00:00,4450993.713902479
2022-08-05 15:00:00+00:00,7628298.118144581
2022-08-05 15:30:00+00:00,3088245.6062569353
2022-08-05 16:00:00+00:00,2557561.4573327466
2022-08-05 16:30:00+00:00,98372.18371677381
2022-08-05 17:00:00+00:00,0.0
2022-08-05 17:30:00+00:00,-5.35598024725914e-07
2022-08-05 18:00:00+00:00,2.1829552327593137e-06
2022-08-05 18:30:00+00:00,202658.7843201475
2022-08-05 19:00:00+00:00,1436733.5207902605
2022-08-05 19:30:00+00:00,913930.4031958256
2022-08-05 20:00:00+00:00,3.0375254650910693e-06
2022-08-05 20:30:00+00:00,0.0
2022-08-05 21:00:00+00:00,1.0315793433359689e-05
2022-08-05 21:30:00+00:00,5.9919259869135346e-06
2022-08-05 22:00:00+00:00,1.6977922015246894e-05
2022-08-05 22:30:00+00:00,19814.739874743824
2022-08-05 23:00:00+00:00,1494828.779070899
2022-08-05 23:30:00+00:00,1581300.2297405805
2022-08-06 00:00:00+00:00,-4.501428793777119e-06
2022-08-06 00:30:00+00:00,-2.0559829506245292e-05
2022-08-06 01:00:00+00:00,-7.475128574740319e-06
2022-08-06 01:30:00+00:00,-1.0932628686229388e-05
2022-08-06 02:00:00+00:00,0.0
2022-08-06 02:30:00+00:00,0.0
2022-08-06 03:00:00+00:00,794329.9890906806
2022-08-06 03:30:00+00:00,2038346.3640124802
2022-08-06 04:00:00+00:00,179987.5641485861
2022-08-06 04:30:00+00:00,1.2665987014770514e-10
2022-08-06 05:00:00+00:00,0.0
2022-08-06 05:30:00+00:00,3.601356767691099e-06
2022-08-06 06:00:00+00:00,1.4590471246085325e-05
2022-08-06 06:30:00+00:00,0.0
2022-08-06 07:00:00+00:00,35287.82078902641
2022-08-06 07:30:00+00:00,1547893.0412788931
2022-08-06 08:00:00+00:00,1125449.7539673457
2022-08-06 08:30:00+00:00,-2.3874034935777838e-05
2022-08-06 09:00:00+00:00,-1.1460754004391756e-06
2022-08-06 09:30:00+00:00,-3.7400325139363613e-06
2022-08-06 10:00:00+00:00,-1.397948988685102e-05
2022-08-06 10:30:00+00:00,1.7188661373578587e-07
2022-08-06 11:00:00+00:00,72346.34230373999
2022-08-06 11:30:00+00:00,2088305.3028252278
2022-08-06 12:00:00+00:00,1467694.978435246
2022-08-06 12:30:00+00:00,0.0
2022-08-06 13:00:00+00:00,0.0
2022-08-06 13:30:00+00:00,5.089185454628685e-06
2022-08-06 14:00:00+00:00,7.0280148224397135e-06
2022-08-06 14:30:00+00:00,730921.2582494786
2022-08-06 15:00:00+00:00,2538581.84510522
2022-08-06 15:30:00+00:00,566380.9519634509
2022-08-06 16:00:00+00:00,-1.7922719510701987e-05
2022-08-06 16:30:00+00:00,-1.9447771677126487e-05
2022-08-06 17:00:00+00:00,-2.3240491540895575e-06
2022-08-06 17:30:00+00:00,1.0489145293831825e-05
2022-08-06 18:00:00+00:00,192638.64521680167
2022-08-06 18:30:00+00:00,1339192.0147598318
2022-08-06 19:00:00+00:00,1408889.9455659965
2022-08-06 19:30:00+00:00,-2.5502540171146386e-06
2022-08-06 20:00:00+00:00,1.7579208607926508e-05
2022-08-06 20:30:00+00:00,1.3980255885557695e-07
2022-08-06 21:00:00+00:00,1.11664368556096e-05
2022-08-06 21:30:00+00:00,1.6893780002227195e-05
2022-08-06 22:00:00+00:00,3907.3206677848593
2022-08-06 22:30:00+00:00,1870112.9021126404
2022-08-06 23:00:00+00:00,1831554.1155001144
2022-08-06 23:30:00+00:00,15.754154080689297
2022-08-07 00:00:00+00:00,0.0
2022-08-07 00:30:00+00:00,-5.2000427475342384e-06
2022-08-07 01:00:00+00:00,-2.009237691377982e-05
2022-08-07 01:30:00+00:00,-9.491552570552544e-07
2022-08-07 02:00:00+00:00,1.5530685549015764e-05
2022-08-07 02:30:00+00:00,593103.0685572878
2022-08-07 03:00:00+00:00,1932730.4237497903
2022-08-07 03:30:00+00:00,350115.2801165413
2022-08-07 04:00:00+00:00,2.4405889213085174e-05
2022-08-07 04:30:00+00:00,4.046556850274404e-06
2022-08-07 05:00:00+00:00,-2.4574420725305875e-06
2022-08-07 05:30:00+00:00,-7.805377442502614e-06
2022-08-07 06:00:00+00:00,-8.701998740434646e-07
2022-08-07 06:30:00+00:00,243629.68915590277
2022-08-07 07:00:00+00:00,2111273.5358390342
2022-08-07 07:30:00+00:00,600481.4895869904
2022-08-07 08:00:00+00:00,-9.311058304526587e-07
2022-08-07 08:30:00+00:00,-1.4042484359099314e-05
2022-08-07 09:00:00+00:00,-3.993651614739343e-06
2022-08-07 09:30:00+00:00,-1.0541085112880876e-05
2022-08-07 10:00:00+00:00,-4.05631844814007e-06
2022-08-07 10:30:00+00:00,3.644199898609749e-06
2022-08-07 11:00:00+00:00,795417.6583087815
2022-08-07 11:30:00+00:00,1862685.3285769701
2022-08-07 12:00:00+00:00,118075.01046581766
2022-08-07 12:30:00+00:00,0.0
2022-08-07 13:00:00+00:00,0.0
2022-08-07 13:30:00+00:00,4.6716000025088974e-07
2022-08-07 14:00:00+00:00,1.5619910393769927e-05
2022-08-07 14:30:00+00:00,866687.055704192
2022-08-07 15:00:00+00:00,2307471.8300322755
2022-08-07 15:30:00+00:00,402255.8125442994
2022-08-07 16:00:00+00:00,0.0
2022-08-07 16:30:00+00:00,-3.862775184891441e-06
2022-08-07 17:00:00+00:00,-1.8426660786975514e-05
2022-08-07 17:30:00+00:00,11369.30996966742
2022-08-07 18:00:00+00:00,1882106.1384524796
2022-08-07 18:30:00+00:00,1971916.0522247762
2022-08-07 19:00:00+00:00,266192.6321641387
2022-08-07 19:30:00+00:00,1.0697125372561541e-05
2022-08-07 20:00:00+00:00,3.4167495640841396e-06
2022-08-07 20:30:00+00:00,1.2339529293504625e-05
2022-08-07 21:00:00+00:00,1.7254767008125774e-07
2022-08-07 21:30:00+00:00,402835.20878431736
2022-08-07 22:00:00+00:00,2393503.137013
2022-08-07 22:30:00+00:00,338093.8531152751
2022-08-07 23:00:00+00:00,1.3608756390484895e-06
2022-08-07 23:30:00+00:00,0.0
2022-08-08 00:00:00+00:00,-3.806482379635175e-06
2022-08-08 00:30:00+00:00,-1.3144132619102796e-05
2022-08-08 01:00:00+00:00,-1.1974133742161267e-08
2022-08-08 01:30:00+00:00,118640.71967132448
2022-08-08 02:00:00+00:00,1744675.5211104648
2022-08-08 02:30:00+00:00,1171838.1331600228
2022-08-08 03:00:00+00:00,-1.0207874270585868e-06
2022-08-08 03:30:00+00:00,388819.33912704093
2022-08-08 04:00:00+00:00,7103622.304135933
2022-08-08 04:30:00+00:00,10343137.198266638
2022-08-08 05:00:00+00:00,10179674.60069296
2022-08-08 05:30:00+00:00,10901680.212252367
2022-08-08 06:00:00+00:00,10018164.718285844
2022-08-08 06:30:00+00:00,9216435.578153959
2022-08-08 07:00:00+00:00,11014113.238122642
2022-08-08 07:30:00+00:00,4274675.00974275
2022-08-08 08:00:00+00:00,9788489.740728099
2022-08-08 08:30:00+00:00,7267996.330320055
2022-08-08 09:00:00+00:00,9975350.609033095
2022-08-08 09:30:00+00:00,8988216.78598475
2022-08-08 10:00:00+00:00,7024559.742066702
2022-08-08 10:30:00+00:00,8932495.546158489
2022-08-08 11:00:00+00:00,11027464.473869441
2022-08-08 11:30:00+00:00,3704537.5057261125
2022-08-08 12:00:00+00:00,8899220.726922963
2022-08-08 12:30:00+00:00,9103988.60684012
2022-08-08 13:00:00+00:00,10797716.89431122
2022-08-08 13:30:00+00:00,9987715.352379465
2022-08-08 14:00:00+00:00,11170064.158537487
2022-08-08 14:30:00+00:00,10075132.135432541
2022-08-08 15:00:00+00:00,12112089.635738136
2022-08-08 15:30:00+00:00,9835924.292897718
2022-08-08 16:00:00+00:00,3338859.2833239622
2022-08-08 16:30:00+00:00,1152712.0492626599
2022-08-08 17:00:00+00:00,1684152.6919503475
2022-08-08 17:30:00+00:00,11.351993475408083
2022-08-08 18:00:00+00:00,-8.195505610534123e-06
2022-08-08 18:30:00+00:00,0.0
2022-08-08 19:00:00+00:00,0.0
2022-08-08 19:30:00+00:00,0.0
2022-08-08 20:00:00+00:00,910987.046284129
2022-08-08 20:30:00+00:00,2346726.432556957
2022-08-08 21:00:00+00:00,326145.0145574199
2022-08-08 21:30:00+00:00,1.661301633486381e-05
2022-08-08 22:00:00+00:00,0.0
2022-08-08 22:30:00+00:00,0.0
2022-08-08 23:00:00+00:00,0.0
2022-08-08 23:30:00+00:00,181103.4755925785
2022-08-09 00:00:00+00:00,1767923.1672007116
2022-08-09 00:30:00+00:00,1544344.860790266
2022-08-09 01:00:00+00:00,20250.8442975445
2022-08-09 01:30:00+00:00,-1.0454574865954263e-05
2022-08-09 02:00:00+00:00,-1.3104178584538974e-05
2022-08-09 02:30:00+00:00,-1.5539569030334423e-05
2022-08-09 03:00:00+00:00,-3.167441380875452e-06
2022-08-09 03:30:00+00:00,909010.7194005561
2022-08-09 04:00:00+00:00,9652236.457980352
2022-08-09 04:30:00+00:00,9268441.65759503
2022-08-09 05:00:00+00:00,10005940.096199162
2022-08-09 05:30:00+00:00,8164161.02944614
2022-08-09 06:00:00+00:00,7711064.317934284
2022-08-09 06:30:00+00:00,5908252.824423761
2022-08-09 07:00:00+00:00,6887031.77775335
2022-08-09 07:30:00+00:00,7204367.377663285
2022-08-09 08:00:00+00:00,9223369.692455245
2022-08-09 08:30:00+00:00,8054375.416795567
2022-08-09 09:00:00+00:00,7369064.078440947
2022-08-09 09:30:00+00:00,9454755.792099172
2022-08-09 10:00:00+00:00,9312465.358199952
2022-08-09 10:30:00+00:00,3937012.940414398
2022-08-09 11:00:00+00:00,9428895.81719497
2022-08-09 11:30:00+00:00,6830862.658536244
2022-08-09 12:00:00+00:00,8591208.72003288
2022-08-09 12:30:00+00:00,8071210.979270334
2022-08-09 13:00:00+00:00,8703516.746254325
2022-08-09 13:30:00+00:00,9083863.229371654
2022-08-09 14:00:00+00:00,9124685.813413622
2022-08-09 14:30:00+00:00,9030250.165061338
2022-08-09 15:00:00+00:00,9367846.651151065
2022-08-09 15:30:00+00:00,9290710.664254405
2022-08-09 16:00:00+00:00,2175629.289902006
2022-08-09 16:30:00+00:00,8.403057356675466e-06
2022-08-09 17:00:00+00:00,46436.73394233871
2022-08-09 17:30:00+00:00,880876.5139524438
2022-08-09 18:00:00+00:00,1664611.5630834522
2022-08-09 18:30:00+00:00,-1.0268474618593854e-05
2022-08-09 19:00:00+00:00,-4.289411008358002e-06
2022-08-09 19:30:00+00:00,0.0
2022-08-09 20:00:00+00:00,-4.732377827167512e-06
2022-08-09 20:30:00+00:00,-4.591492563486099e-06
2022-08-09 21:00:00+00:00,351744.54507715994
2022-08-09 21:30:00+00:00,1993764.7547532683
2022-08-09 22:00:00+00:00,651118.3712893858
2022-08-09 22:30:00+00:00,1.5254495831738626e-05
2022-08-09 23:00:00+00:00,-5.210071779809869e-06
2022-08-09 23:30:00+00:00,-8.374553460341232e-06
2022-08-10 00:00:00+00:00,0.0
2022-08-10 00:30:00+00:00,5868.569678715121
2022-08-10 01:00:00+00:00,1102968.1662551574
2022-08-10 01:30:00+00:00,935907.2520879728
2022-08-10 02:00:00+00:00,4361.126304603801
2022-08-10 02:30:00+00:00,0.0
2022-08-10 03:00:00+00:00,-1.4610355719923974e-06
2022-08-10 03:30:00+00:00,1133318.1233275058
2022-08-10 04:00:00+00:00,7382218.02399569
2022-08-10 04:30:00+00:00,10268410.199934155
2022-08-10 05:00:00+00:00,9596094.317213576
2022-08-10 05:30:00+00:00,8194203.595432553
2022-08-10 06:00:00+00:00,9345880.004011896
2022-08-10 06:30:00+00:00,6593650.519147958
2022-08-10 07:00:00+00:00,8676457.3013839
2022-08-10 07:30:00+00:00,7545960.731997463
2022-08-10 08:00:00+00:00,7801262.256120744
2022-08-10 08:30:00+00:00,7382795.092561208
2022-08-10 09:00:00+00:00,6899725.956126128
2022-08-10 09:30:00+00:00,7534990.2125957
2022-08-10 10:00:00+00:00,8774228.270512715
2022-08-10 10:30:00+00:00,6149922.018720113
2022-08-10 11:00:00+00:00,9360903.15182453
2022-08-10 11:30:00+00:00,8465476.959311934
2022-08-10 12:00:00+00:00,8843220.998245435
2022-08-10 12:30:00+00:00,7896187.592597984
2022-08-10 13:00:00+00:00,8903168.824007334
2022-08-10 13:30:00+00:00,8709340.073825527
2022-08-10 14:00:00+00:00,10225803.062795999
2022-08-10 14:30:00+00:00,7692615.635887692
2022-08-10 15:00:00+00:00,6854217.39394144
2022-08-10 15:30:00+00:00,5177657.303216977
2022-08-10 16:00:00+00:00,2259017.167647239
2022-08-10 16:30:00+00:00,2000453.2730753906
2022-08-10 17:00:00+00:00,401674.648857433
2022-08-10 17:30:00+00:00,5.794259218069232e-08
2022-08-10 18:00:00+00:00,1.4564486025096652e-05
2022-08-10 18:30:00+00:00,411391.2503663794
2022-08-10 19:00:00+00:00,2126001.3074484807
2022-08-10 19:30:00+00:00,467460.1073354517
2022-08-10 20:00:00+00:00,-2.2035864110176383e-05
2022-08-10 20:30:00+00:00,7.824944275798218e-06
2022-08-10 21:00:00+00:00,2.145314476255216e-06
2022-08-10 21:30:00+00:00,274.1113161892728
2022-08-10 22:00:00+00:00,1571737.8067961065
2022-08-10 22:30:00+00:00,1514006.0912890807
2022-08-10 23:00:00+00:00,114274.69975017481
2022-08-10 23:30:00+00:00,4.202633783533857e-06
2022-08-11 00:00:00+00:00,4.937929185954007e-06
2022-08-11 00:30:00+00:00,0.0
2022-08-11 01:00:00+00:00,1.9378095333065308e-05
2022-08-11 01:30:00+00:00,353566.45490934263
2022-08-11 02:00:00+00:00,2267509.9884582544
2022-08-11 02:30:00+00:00,268039.72084365226
2022-08-11 03:00:00+00:00,-1.6334079264425762e-05
2022-08-11 03:30:00+00:00,1440016.917766638
2022-08-11 04:00:00+00:00,6134820.003331401
2022-08-11 04:30:00+00:00,10314087.49839742
2022-08-11 05:00:00+00:00,10052886.650943879
2022-08-11 05:30:00+00:00,8536324.971191918
2022-08-11 06:00:00+00:00,7713364.837643976
2022-08-11 06:30:00+00:00,6463419.458891413
2022-08-11 07:00:00+00:00,6203254.046505229
2022-08-11 07:30:00+00:00,8451312.350470467
2022-08-11 08:00:00+00:00,10667496.850710522
2022-08-11 08:30:00+00:00,6031535.9997451985
2022-08-11 09:00:00+00:00,5000051.908004439
2022-08-11 09:30:00+00:00,5996987.332877599
2022-08-11 10:00:00+00:00,6554920.046296628
2022-08-11 10:30:00+00:00,7361764.290056346
2022-08-11 11:00:00+00:00,5752937.562792634
2022-08-11 11:30:00+00:00,7444322.6166712325
2022-08-11 12:00:00+00:00,10809668.170258788
2022-08-11 12:30:00+00:00,7979007.849030528
2022-08-11 13:00:00+00:00,9287629.19779243
2022-08-11 13:30:00+00:00,7668821.887606678
2022-08-11 14:00:00+00:00,11109599.181161173
2022-08-11 14:30:00+00:00,13001686.37802345
2022-08-11 15:00:00+00:00,11485198.321444396
2022-08-11 15:30:00+00:00,6516228.942136143
2022-08-11 16:00:00+00:00,4225817.973596694
2022-08-11 16:30:00+00:00,0.0
2022-08-11 17:00:00+00:00,1688694.9069287814
2022-08-11 17:30:00+00:00,1226822.5289752937
2022-08-11 18:00:00+00:00,7.960682878127465e-06
2022-08-11 18:30:00+00:00,0.0
2022-08-11 19:00:00+00:00,-6.278971066841713e-07
2022-08-11 19:30:00+00:00,141107.8291860422
2022-08-11 20:00:00+00:00,1945934.5652670036
2022-08-11 20:30:00+00:00,774314.7541534298
2022-08-11 21:00:00+00:00,-1.560693437402893e-08
2022-08-11 21:30:00+00:00,-7.820253965981078e-06
2022-08-11 22:00:00+00:00,-4.52104065185174e-06
2022-08-11 22:30:00+00:00,-2.1343894302845e-05
2022-08-11 23:00:00+00:00,586847.291797395
2022-08-11 23:30:00+00:00,1849720.2080874946
2022-08-12 00:00:00+00:00,235856.09759211808
2022-08-12 00:30:00+00:00,1.2229240685701371e-05
2022-08-12 01:00:00+00:00,2.9461864720691343e-06
2022-08-12 01:30:00+00:00,-1.9897845658389e-06
2022-08-12 02:00:00+00:00,1.2022703829588313e-05
2022-08-12 02:30:00+00:00,26579.04152362986
2022-08-12 03:00:00+00:00,848178.9595873973
2022-08-12 03:30:00+00:00,3039853.9396257754
2022-08-12 04:00:00+00:00,7149115.35134802
2022-08-12 04:30:00+00:00,3421168.290790358
2022-08-12 05:00:00+00:00,9920737.025269683
2022-08-12 05:30:00+00:00,4863896.551943034
2022-08-12 06:00:00+00:00,4723364.198536763
2022-08-12 06:30:00+00:00,6572288.977696573
2022-08-12 07:00:00+00:00,4814707.472402728
2022-08-12 07:30:00+00:00,4494754.058551162
2022-08-12 08:00:00+00:00,7908389.887524452
2022-08-12 08:30:00+00:00,7662363.904386249
2022-08-12 09:00:00+00:00,7903062.344932019
2022-08-12 09:30:00+00:00,4975184.213577823
2022-08-12 10:00:00+00:00,8829669.199607147
2022-08-12 10:30:00+00:00,3960711.638854689
2022-08-12 11:00:00+00:00,8151220.674097096
2022-08-12 11:30:00+00:00,6832271.744933572
2022-08-12 12:00:00+00:00,6270551.891883927
2022-08-12 12:30:00+00:00,6808654.988068967
2022-08-12 13:00:00+00:00,9048836.622885061
2022-08-12 13:30:00+00:00,8218741.183486234
2022-08-12 14:00:00+00:00,9008443.37451469
2022-08-12 14:30:00+00:00,5275414.77083796
2022-08-12 15:00:00+00:00,8022325.928327166
2022-08-12 15:30:00+00:00,6816803.730749926
2022-08-12 16:00:00+00:00,3257223.584424005
2022-08-12 16:30:00+00:00,318417.604765036
2022-08-12 17:00:00+00:00,9.178889096912109e-06
2022-08-12 17:30:00+00:00,81740.29138720973
2022-08-12 18:00:00+00:00,1968233.2755130304
2022-08-12 18:30:00+00:00,1203345.428700654
2022-08-12 19:00:00+00:00,2.1179653365503656e-05
2022-08-12 19:30:00+00:00,4.565422507849607e-06
2022-08-12 20:00:00+00:00,0.0
2022-08-12 20:30:00+00:00,-1.2985244393348696e-07
2022-08-12 21:00:00+00:00,-1.2683342069838987e-05
2022-08-12 21:30:00+00:00,1448564.3066665996
2022-08-12 22:00:00+00:00,2125358.6445247554
2022-08-12 22:30:00+00:00,15.041396903759866
2022-08-12 23:00:00+00:00,-7.750051525922923e-06
2022-08-12 23:30:00+00:00,1.0199760015194232e-05
2022-08-13 00:00:00+00:00,0.0
2022-08-13 00:30:00+00:00,0.0
2022-08-13 01:00:00+00:00,32210.529929869375
2022-08-13 01:30:00+00:00,1421721.7987860497
2022-08-13 02:00:00+00:00,1566512.3142871168
2022-08-13 02:30:00+00:00,16.312519141371453
2022-08-13 03:00:00+00:00,-7.980356995876018e-06
2022-08-13 03:30:00+00:00,1.667552269422091e-05
2022-08-13 04:00:00+00:00,2.5066846050322052e-05
2022-08-13 04:30:00+00:00,1.1899950914084913e-05
2022-08-13 05:00:00+00:00,4.564558288880758e-07
2022-08-13 05:30:00+00:00,820576.3159171034
2022-08-13 06:00:00+00:00,1517325.7634920117
2022-08-13 06:30:00+00:00,97206.26015925404
2022-08-13 07:00:00+00:00,0.0
2022-08-13 07:30:00+00:00,6.703401540780997e-06
2022-08-13 08:00:00+00:00,1.2454050566468921e-05
2022-08-13 08:30:00+00:00,5.212399576391493e-06
2022-08-13 09:00:00+00:00,2.013248808327175e-05
2022-08-13 09:30:00+00:00,857288.8076640143
2022-08-13 10:00:00+00:00,1972676.357228436
2022-08-13 10:30:00+00:00,141837.12135742296
2022-08-13 11:00:00+00:00,1.8912526969979336e-05
2022-08-13 11:30:00+00:00,3.375517949461937e-06
2022-08-13 12:00:00+00:00,2.3355573415756236e-06
2022-08-13 12:30:00+00:00,1088793.6917616068
2022-08-13 13:00:00+00:00,2473751.988625754
2022-08-13 13:30:00+00:00,234434.5046740642
2022-08-13 14:00:00+00:00,3.857600192228958e-08
2022-08-13 14:30:00+00:00,4.392306009928386e-06
2022-08-13 15:00:00+00:00,2.7585843434700603e-06
2022-08-13 15:30:00+00:00,358636.925953372
2022-08-13 16:00:00+00:00,2225388.1897926494
2022-08-13 16:30:00+00:00,165858.03496586473
2022-08-13 17:00:00+00:00,7.460315371505343e-06
2022-08-13 17:30:00+00:00,1.0006804950535298e-06
2022-08-13 18:00:00+00:00,0.0
2022-08-13 18:30:00+00:00,-7.520812489683666e-06
2022-08-13 19:00:00+00:00,412220.85630348686
2022-08-13 19:30:00+00:00,2167531.817971182
2022-08-13 20:00:00+00:00,670891.9337702411
2022-08-13 20:30:00+00:00,4.901320549348991e-06
2022-08-13 21:00:00+00:00,1.246795995304218e-05
2022-08-13 21:30:00+00:00,7.80199265905789e-06
2022-08-13 22:00:00+00:00,-1.0096516992364612e-05
2022-08-13 22:30:00+00:00,60356.61798406745
2022-08-13 23:00:00+00:00,1375972.2582576578
2022-08-13 23:30:00+00:00,1435321.9335175706
2022-08-14 00:00:00+00:00,195516.19197662928
2022-08-14 00:30:00+00:00,-4.48890036592881e-06
2022-08-14 01:00:00+00:00,-1.4400063951810198e-05
2022-08-14 01:30:00+00:00,-2.1735131740570068e-07
2022-08-14 02:00:00+00:00,0.0
2022-08-14 02:30:00+00:00,0.0
2022-08-14 03:00:00+00:00,813114.4848517892
2022-08-14 03:30:00+00:00,1872907.9235747901
2022-08-14 04:00:00+00:00,344779.6696044906
2022-08-14 04:30:00+00:00,0.0
2022-08-14 05:00:00+00:00,3.960379041158236e-06
2022-08-14 05:30:00+00:00,1.5750964673665852e-05
2022-08-14 06:00:00+00:00,-1.4375652329852947e-05
2022-08-14 06:30:00+00:00,-1.1721341870725155e-05
2022-08-14 07:00:00+00:00,412355.27603256714
2022-08-14 07:30:00+00:00,2338660.0830671866
2022-08-14 08:00:00+00:00,1208195.1282501908
2022-08-14 08:30:00+00:00,7.38002359867096e-06
2022-08-14 09:00:00+00:00,1.023637441297372e-05
2022-08-14 09:30:00+00:00,1.1914663299015072e-05
2022-08-14 10:00:00+00:00,-1.52047129743027e-05
2022-08-14 10:30:00+00:00,-9.660024128176949e-06
2022-08-14 11:00:00+00:00,21958.333294885815
2022-08-14 11:30:00+00:00,1047529.4930317267
2022-08-14 12:00:00+00:00,1670187.251818439
2022-08-14 12:30:00+00:00,11826.17698278199
2022-08-14 13:00:00+00:00,-3.175761837225694e-06
2022-08-14 13:30:00+00:00,-1.0776313347416324e-05
2022-08-14 14:00:00+00:00,-1.4272313955780508e-07
2022-08-14 14:30:00+00:00,9.537147214779487e-06
2022-08-14 15:00:00+00:00,813343.5731133369
2022-08-14 15:30:00+00:00,2264031.3260661075
2022-08-14 16:00:00+00:00,388792.33051671856
2022-08-14 16:30:00+00:00,0.0
2022-08-14 17:00:00+00:00,-7.830727845430374e-06
2022-08-14 17:30:00+00:00,9.19527732408964e-07
2022-08-14 18:00:00+00:00,-6.250111081383445e-06
2022-08-14 18:30:00+00:00,1.7832022692476002e-05
2022-08-14 19:00:00+00:00,1011391.0504392223
2022-08-14 19:30:00+00:00,854427.1152372966
2022-08-14 20:00:00+00:00,151982.87721707413
2022-08-14 20:30:00+00:00,9.09265943548896e-06
2022-08-14 21:00:00+00:00,1.606442079399571e-05
2022-08-14 21:30:00+00:00,1.0445776085058851e-06
